spot,Flags,Column,Row,Name,ID,RefNumber,c253295110048_ar2_jun1912_A_SL,c253295110048_ar1_jun1912_B_SL,c253295110048_ar4_jun1912_C_SL,c253295110048_ar3_jun1912_A_L,c253295110048_ar6_jun1912_B_L,c253295110048_ar5_jun1912_C_L,c253295110048_ar8_jun1912_A_C,c253295110048_ar7_jun1912_B_C,c253295110054_ar2_jul1112_C_C
234,0,5,63,156571757_EU074223.1_555-719,CUST_132_PI426246026,15057,1,1,-1,0,-1,0,1,1,1
235,0,47,23,157154649_EU022122.1_82-540,CUST_4_PI426227881,8189,3,1,-2,0,0,1,-2,-2,1
236,0,91,59,157154649_EU022122.1_82-540,CUST_6_PI426227881,955,2,2,1,4,-1,2,-1,1,1
237,0,35,82,157154649_EU022122.1_82-540,CUST_6_PI426227881,10046,-6,0,1,0,-1,2,0,1,0
238,0,23,88,157154649_EU022122.1_82-540,CUST_4_PI426227881,12011,1,1,0,1,-5,-1,1,-1,1
239,0,5,93,157154649_EU022122.1_82-540,CUST_5_PI426227881,15042,2,-2,1,1,1,0,0,2,1
240,0,52,119,157154649_EU022122.1_82-540,CUST_4_PI426227881,7321,-1,2,0,0,0,3,-1,-3,0
241,0,84,122,157154649_EU022122.1_82-540,CUST_6_PI426227881,1990,0,3,0,2,0,1,-1,-1,-1
242,0,57,134,157154649_EU022122.1_82-540,CUST_5_PI426227881,6412,-3,0,1,0,-1,7,0,-3,1
243,0,36,139,157154649_EU022122.1_82-540,CUST_5_PI426227881,9935,-2,2,-2,1,1,0,-1,-2,0
244,0,21,33,157154655_EU022125.1_97-621,CUST_8_PI426227881,12448,-1,-1,0,3,-1,0,0,1,1
245,0,23,38,157154655_EU022125.1_97-621,CUST_7_PI426227881,12036,2,1,-2,3,-2,1,1,2,-1
246,0,90,64,157154655_EU022125.1_97-621,CUST_9_PI426227881,1035,-8,-2,0,-2,-2,2,-1,0,0
247,0,20,79,157154655_EU022125.1_97-621,CUST_9_PI426227881,12589,2,3,0,-2,-1,2,1,1,2
248,0,81,93,157154655_EU022125.1_97-621,CUST_9_PI426227881,2578,-4,5,-2,0,-1,3,-3,0,-2
249,0,79,115,157154655_EU022125.1_97-621,CUST_8_PI426227881,2895,0,2,1,-5,1,1,1,1,-2
250,0,85,127,157154655_EU022125.1_97-621,CUST_7_PI426227881,1905,-1,3,0,2,-1,1,0,0,1
251,0,79,134,157154655_EU022125.1_97-621,CUST_7_PI426227881,2804,-1,1,0,0,0,2,-1,1,-3
252,0,79,152,157154655_EU022125.1_97-621,CUST_8_PI426227881,2795,3,2,0,3,-2,2,0,-2,-3
253,0,9,10,157154661_EU022128.1_89-403,CUST_3_PI426266360,14346,0,4,1,1,0,0,1,1,-1
254,0,71,129,157154661_EU022128.1_89-403,CUST_3_PI426266360,4200,-5,4,1,1,-3,2,0,1,1
255,0,52,156,157154661_EU022128.1_89-403,CUST_3_PI426266360,7221,1,3,1,1,-2,-1,-2,-1,2
256,0,2,16,158602804_EU069460.1_65-1018,CUST_3_PI426227495,15491,3,-8,0,-1,-1,0,1,1,-1
257,0,70,38,158602804_EU069460.1_65-1018,CUST_1_PI426227495,4328,4,0,1,2,1,0,0,0,0
258,0,42,83,158602804_EU069460.1_65-1018,CUST_1_PI426227495,8979,2,4,2,3,-1,1,-1,0,1
259,0,36,85,158602804_EU069460.1_65-1018,CUST_3_PI426227495,9962,-4,3,1,0,1,1,-1,0,1
260,0,51,123,158602804_EU069460.1_65-1018,CUST_3_PI426227495,7483,2,0,1,0,1,1,-3,0,0
261,0,57,126,158602804_EU069460.1_65-1018,CUST_2_PI426227495,6416,225,287,108,82,60,85,39,57,-1
262,0,73,142,158602804_EU069460.1_65-1018,CUST_2_PI426227495,3784,183,264,106,71,54,80,30,28,0
263,0,63,146,158602804_EU069460.1_65-1018,CUST_1_PI426227495,5422,4,3,2,-3,2,0,1,2,0
264,0,90,151,158602804_EU069460.1_65-1018,CUST_2_PI426227495,1073,220,206,89,71,48,68,42,39,1
265,0,77,47,159024327_EU116937.1_108-761,CUST_12_PI426227881,3257,1,1,0,-1,1,0,0,1,0
266,0,22,87,159024327_EU116937.1_108-761,CUST_12_PI426227881,12257,1,1,-2,1,-1,-2,1,0,1
267,0,88,92,159024327_EU116937.1_108-761,CUST_12_PI426227881,1349,-5,1,2,0,-2,1,0,-7,2
268,0,44,31,159024327_EU116937.1_108-816,CUST_14_PI426227881,8677,1,0,0,-1,0,3,0,1,1
269,0,16,42,159024327_EU116937.1_108-816,CUST_14_PI426227881,13182,-2,-6,0,1,-1,1,0,1,-7
270,0,44,54,159024327_EU116937.1_108-816,CUST_15_PI426227881,8584,1,-10,0,0,-1,2,2,1,-1
271,0,63,65,159024327_EU116937.1_108-816,CUST_13_PI426227881,5544,2,0,-2,-1,2,1,0,-1,-1
272,0,79,66,159024327_EU116937.1_108-816,CUST_15_PI426227881,2838,-3,3,2,1,-1,2,0,1,-2
273,0,20,97,159024327_EU116937.1_108-816,CUST_13_PI426227881,12580,1,1,1,0,0,1,-2,-11,-1
274,0,13,116,159024327_EU116937.1_108-816,CUST_13_PI426227881,13637,1,0,3,0,0,1,0,1,0
275,0,10,123,159024327_EU116937.1_108-816,CUST_14_PI426227881,14207,0,-1,0,0,0,-3,1,1,0
276,0,45,140,159024327_EU116937.1_108-816,CUST_15_PI426227881,8377,1,2,0,0,0,-1,1,-1,1
277,0,38,8,159024327_EU116937.1_673-816,CUST_18_PI426227881,9591,2,2,1,-1,1,1,1,0,1
278,0,84,8,159024327_EU116937.1_673-816,CUST_18_PI426227881,2047,5,-1,-2,1,-1,1,0,0,-3
279,0,52,25,159024327_EU116937.1_673-816,CUST_18_PI426227881,7368,-1,1,1,2,-1,1,-1,1,2
280,0,37,31,160430742_EU130572.1_367-1338,CUST_133_PI426232940,9825,1862,2867,958,906,591,1099,523,778,150
281,0,37,33,160430742_EU130572.1_367-1338,CUST_135_PI426232940,9824,449,673,269,238,186,308,148,189,-4
282,0,52,40,160430742_EU130572.1_367-1338,CUST_134_PI426232940,7279,2593,3936,1289,1308,781,1390,718,925,94
283,0,54,47,160430742_EU130572.1_367-1338,CUST_133_PI426232940,7029,2469,3698,1203,1147,759,1331,762,955,155
284,0,73,53,160430742_EU130572.1_367-1338,CUST_134_PI426232940,3910,2300,3364,1186,1226,783,1342,628,845,113
285,0,82,63,160430742_EU130572.1_367-1338,CUST_135_PI426232940,2429,451,728,282,238,191,316,130,168,-11
286,0,14,106,160430742_EU130572.1_367-1338,CUST_133_PI426232940,13478,2051,3130,845,886,575,1232,521,757,155
287,0,82,116,160430742_EU130572.1_367-1338,CUST_134_PI426232940,2321,1895,2894,1073,1068,610,1162,524,672,112
288,0,24,158,160430742_EU130572.1_367-1338,CUST_135_PI426232940,11812,328,591,211,206,118,240,102,97,4
289,0,34,72,160430743_EU130573.1_151-1338,CUST_137_PI426232940,10215,2586,3832,1105,1123,712,1380,703,905,199
290,0,88,73,160430743_EU130573.1_151-1338,CUST_138_PI426232940,1440,63,98,37,28,23,43,13,12,0
291,0,50,74,160430743_EU130573.1_151-1338,CUST_138_PI426232940,7590,78,123,32,39,26,27,17,21,0
292,0,80,77,160430743_EU130573.1_151-1338,CUST_138_PI426232940,2750,66,114,29,43,18,40,4,11,-3
293,0,95,105,160430743_EU130573.1_151-1338,CUST_136_PI426232940,276,182,215,94,79,61,101,50,53,5
294,0,5,121,160430743_EU130573.1_151-1338,CUST_137_PI426232940,15028,1868,2807,874,867,497,1031,485,683,138
295,0,84,145,160430743_EU130573.1_151-1338,CUST_136_PI426232940,2060,151,180,56,63,58,80,29,40,2
296,0,13,159,160430743_EU130573.1_151-1338,CUST_137_PI426232940,13697,1420,2448,685,761,439,881,415,707,124
297,0,63,164,160430743_EU130573.1_151-1338,CUST_136_PI426232940,5413,136,173,63,69,45,96,27,53,4
298,0,70,12,160430744_EU130574.1_307-936,CUST_141_PI426232940,4341,825,1135,414,425,269,352,184,250,16
299,0,46,88,160430744_EU130574.1_307-936,CUST_141_PI426232940,8239,1119,1519,523,569,290,450,297,285,15
300,0,56,116,160430744_EU130574.1_307-936,CUST_141_PI426232940,6585,962,1323,442,439,291,406,215,304,3
301,0,81,19,163638893_EU303090.1_7-279,CUST_21_PI426226915,2615,611,754,309,247,175,280,118,164,23
302,0,79,49,163638893_EU303090.1_7-279,CUST_21_PI426226915,2928,727,909,347,305,203,318,129,190,14
303,0,77,141,163638893_EU303090.1_7-279,CUST_21_PI426226915,3210,502,647,228,211,150,230,95,112,16
304,0,13,6,163638929_EU303108.1_7-291,CUST_23_PI426226915,13692,317,397,199,175,95,156,46,91,4
305,0,57,79,163638929_EU303108.1_7-291,CUST_22_PI426226915,6521,1,-2,1,-1,1,2,-1,0,20
306,0,54,85,163638929_EU303108.1_7-291,CUST_23_PI426226915,7010,607,722,282,214,152,220,85,141,15
307,0,20,86,163638929_EU303108.1_7-291,CUST_22_PI426226915,12504,-5,3,-1,-1,0,2,1,2,18
308,0,41,143,163638929_EU303108.1_7-291,CUST_23_PI426226915,9113,423,453,205,163,120,176,77,84,6
309,0,11,151,163638929_EU303108.1_7-291,CUST_22_PI426226915,14029,1,5,-1,-1,1,1,1,1,19
310,0,9,52,163716524_EU312080.1_157-465,CUST_27_PI426226915,14325,8554,12814,3878,4010,2671,3658,1800,3011,56
311,0,56,64,163716524_EU312080.1_157-465,CUST_27_PI426226915,6611,10199,13549,4613,4309,3498,3963,2609,3630,62
312,0,34,110,163716524_EU312080.1_157-465,CUST_27_PI426226915,10196,8590,12905,4244,4504,2941,3858,2561,3053,48
313,0,53,9,16660127_AF383156.1_83-748,CUST_32_PI426244603,7212,16,27,13,4,1,6,1,3,-2
314,0,47,73,16660127_AF383156.1_83-748,CUST_32_PI426244603,8164,25,25,14,2,2,2,1,5,0
315,0,67,75,16660127_AF383156.1_83-748,CUST_33_PI426244603,4883,16,18,6,2,3,11,2,3,-1
316,0,87,77,16660127_AF383156.1_83-748,CUST_33_PI426244603,1602,15,23,4,3,-2,9,1,6,0
317,0,91,90,16660127_AF383156.1_83-748,CUST_31_PI426244603,858,-3,14,0,3,2,-2,0,5,1
318,0,65,108,16660127_AF383156.1_83-748,CUST_33_PI426244603,5113,14,17,4,2,2,5,0,2,-2
319,0,11,111,16660127_AF383156.1_83-748,CUST_31_PI426244603,14049,9,23,-2,1,2,2,2,5,0
320,0,48,128,16660127_AF383156.1_83-748,CUST_32_PI426244603,7891,21,29,11,4,0,1,2,2,1
321,0,87,145,16660127_AF383156.1_83-748,CUST_31_PI426244603,1568,5,15,-1,3,0,3,3,1,-2
322,0,17,11,168989224_DQ482985.1_1-1181,CUST_1_PI426266430,13115,2,3,0,-1,3,2,-1,1,1
323,0,77,35,168989224_DQ482985.1_1-1181,CUST_1_PI426266430,3263,0,0,1,-3,0,1,-1,-2,0
324,0,62,48,168989224_DQ482985.1_1-1181,CUST_2_PI426266430,5635,1,3,-8,0,1,-3,0,1,0
325,0,96,60,168989224_DQ482985.1_1-1181,CUST_1_PI426266430,53,3,-1,0,-1,0,0,0,0,1
326,0,12,82,168989224_DQ482985.1_1-1181,CUST_3_PI426266430,13818,2,-5,1,-4,1,-1,-1,0,1
327,0,25,87,168989224_DQ482985.1_1-1181,CUST_3_PI426266430,11765,2,3,-1,1,0,0,1,1,1
328,0,15,115,168989224_DQ482985.1_1-1181,CUST_2_PI426266430,13391,0,1,2,0,-1,-1,0,0,-1
329,0,15,143,168989224_DQ482985.1_1-1181,CUST_2_PI426266430,13377,2,-1,0,0,0,1,0,13,0
330,0,22,154,168989224_DQ482985.1_1-1181,CUST_3_PI426266430,12142,2,1,-3,1,-2,0,1,2,-4
331,0,23,5,168989226_DQ482987.1_38-217,CUST_2_PI426232931,12134,0,-5,-1,1,1,0,-1,1,1
332,0,36,18,168989226_DQ482987.1_38-217,CUST_3_PI426232931,9914,-2,2,0,1,0,0,1,0,-2
333,0,32,35,168989226_DQ482987.1_38-217,CUST_1_PI426232931,10643,0,-3,0,-5,0,-1,2,-1,-1
334,0,94,44,168989226_DQ482987.1_38-217,CUST_3_PI426232931,389,4,3,-1,1,1,2,1,-1,0
335,0,84,48,168989226_DQ482987.1_38-217,CUST_2_PI426232931,2027,2,-2,1,-7,-4,1,-1,1,0
336,0,12,62,168989226_DQ482987.1_38-217,CUST_3_PI426232931,13828,-1,0,1,0,1,-5,-3,0,1
337,0,14,72,168989226_DQ482987.1_38-217,CUST_1_PI426232931,13495,-1,2,0,1,1,2,0,1,-3
338,0,28,78,168989226_DQ482987.1_38-217,CUST_2_PI426232931,11196,-3,1,0,-3,0,-1,1,-1,-4
339,0,60,141,168989226_DQ482987.1_38-217,CUST_1_PI426232931,5998,0,-1,-8,-1,-1,1,0,1,1
340,0,30,48,168989226_DQ482987.1_543-794,CUST_4_PI426232931,10883,1,5,0,-1,-2,0,-2,0,2
341,0,67,53,168989226_DQ482987.1_543-794,CUST_5_PI426232931,4894,1,1,0,0,1,3,1,1,2
342,0,73,55,168989226_DQ482987.1_543-794,CUST_5_PI426232931,3909,1,2,1,-9,1,3,-1,-2,2
343,0,66,62,168989226_DQ482987.1_543-794,CUST_4_PI426232931,4972,2,0,-1,1,0,3,0,3,-1
344,0,42,81,168989226_DQ482987.1_543-794,CUST_6_PI426232931,8980,0,-16,2,1,1,0,-1,1,0
345,0,14,102,168989226_DQ482987.1_543-794,CUST_5_PI426232931,13480,2,1,1,1,-2,2,0,0,2
346,0,38,139,168989226_DQ482987.1_543-794,CUST_4_PI426232931,9607,1,1,-1,2,1,4,-2,0,0
347,0,7,148,168989226_DQ482987.1_543-794,CUST_6_PI426232931,14605,0,3,0,2,2,0,-2,1,1
348,0,44,156,168989226_DQ482987.1_543-794,CUST_6_PI426232931,8533,-1,2,-2,-2,0,2,0,0,-1
349,0,55,4,168989227_DQ482988.1_22-357,CUST_8_PI426232931,6805,3,1,1,1,0,-12,1,-3,-1
350,0,57,6,168989227_DQ482988.1_22-357,CUST_7_PI426232931,6476,0,2,1,1,0,2,1,1,1
351,0,1,16,168989227_DQ482988.1_22-357,CUST_8_PI426232931,15655,2,0,1,-1,-1,0,1,1,0
352,0,36,31,168989227_DQ482988.1_22-357,CUST_9_PI426232931,9989,0,-2,1,0,1,-4,-2,-2,-2
353,0,94,32,168989227_DQ482988.1_22-357,CUST_9_PI426232931,395,3,6,2,2,-1,2,-4,3,1
354,0,64,44,168989227_DQ482988.1_22-357,CUST_8_PI426232931,5309,4,2,-1,0,1,-2,2,3,1
355,0,39,69,168989227_DQ482988.1_22-357,CUST_9_PI426232931,9478,-8,1,1,1,1,1,0,0,0
356,0,47,88,168989227_DQ482988.1_22-357,CUST_7_PI426232931,8075,-2,-1,-1,0,0,1,-1,1,-1
357,0,22,90,168989227_DQ482988.1_22-357,CUST_7_PI426232931,12174,1,0,2,1,-4,-2,1,-1,1
358,0,62,1,168989227_DQ482988.1_284-421,CUST_10_PI426232931,5740,2,0,0,1,0,0,0,-1,0
359,0,49,7,168989227_DQ482988.1_284-421,CUST_10_PI426232931,7869,1,5,-2,-11,-1,4,0,0,0
360,0,61,29,168989227_DQ482988.1_284-421,CUST_12_PI426232931,5890,0,1,1,-1,0,1,-1,1,-6
361,0,16,36,168989227_DQ482988.1_284-421,CUST_11_PI426232931,13185,1,-1,-1,1,-1,6,0,1,0
362,0,2,49,168989227_DQ482988.1_284-421,CUST_11_PI426232931,15556,2,14,-1,1,-1,1,1,1,-3
363,0,35,53,168989227_DQ482988.1_284-421,CUST_12_PI426232931,10142,0,5,2,0,-1,2,0,-1,0
364,0,23,56,168989227_DQ482988.1_284-421,CUST_10_PI426232931,12027,3,4,2,-1,0,0,2,1,0
365,0,38,69,168989227_DQ482988.1_284-421,CUST_12_PI426232931,9642,0,5,0,1,-2,3,1,-1,-1
366,0,8,127,168989227_DQ482988.1_284-421,CUST_11_PI426232931,14533,-1,6,-1,-1,1,2,1,0,1
367,0,26,11,168989228_DQ482989.1_3-553,CUST_1_PI426266569,11639,3,-3,2,-2,-2,1,0,3,-1
368,0,30,14,168989228_DQ482989.1_3-553,CUST_2_PI426266569,10900,1,2,0,0,-1,2,2,1,0
369,0,84,24,168989228_DQ482989.1_3-553,CUST_3_PI426266569,2039,-1,5,1,0,-2,-1,0,-1,0
370,0,86,37,168989228_DQ482989.1_3-553,CUST_3_PI426266569,1786,1,2,1,-1,-1,2,0,2,-1
371,0,43,99,168989228_DQ482989.1_3-553,CUST_1_PI426266569,8807,1,-2,2,1,1,-3,-3,0,2
372,0,68,114,168989228_DQ482989.1_3-553,CUST_1_PI426266569,4618,1,-2,0,0,0,-1,0,0,0
373,0,66,133,168989228_DQ482989.1_3-553,CUST_2_PI426266569,5018,1,-15,1,-2,0,2,0,-1,1
374,0,40,146,168989228_DQ482989.1_3-553,CUST_2_PI426266569,9194,-2,0,7,0,0,2,2,2,1
375,0,88,150,168989228_DQ482989.1_3-553,CUST_3_PI426266569,1320,0,1,-1,-1,1,0,-4,-1,2
376,0,56,36,168989229_DQ482990.1_50-928,CUST_15_PI426232931,6625,0,4,-1,3,1,1,-1,-1,1
377,0,34,42,168989229_DQ482990.1_50-928,CUST_14_PI426232931,10230,2,1,0,-1,0,2,-2,2,-1
378,0,12,95,168989229_DQ482990.1_50-928,CUST_15_PI426232931,13893,-1,1,0,-8,-1,2,0,-1,2
379,0,44,102,168989229_DQ482990.1_50-928,CUST_13_PI426232931,8560,1,0,0,1,-7,1,1,-7,1
380,0,60,123,168989229_DQ482990.1_50-928,CUST_15_PI426232931,6007,1,-2,1,1,0,1,0,-2,2
381,0,85,128,168989229_DQ482990.1_50-928,CUST_13_PI426232931,1823,1,4,0,1,0,2,1,0,0
382,0,83,132,168989229_DQ482990.1_50-928,CUST_14_PI426232931,2149,5,5,0,1,0,1,0,2,2
383,0,95,146,168989229_DQ482990.1_50-928,CUST_13_PI426232931,174,-1,1,1,0,-2,3,3,0,0
384,0,5,151,168989229_DQ482990.1_50-928,CUST_14_PI426232931,15013,1,6,2,-1,-1,3,1,1,1
385,0,76,11,168989233_DQ482994.1_719-1207,CUST_18_PI426232931,3439,-6,-5,-1,-3,0,-1,-2,-3,1
386,0,9,39,168989233_DQ482994.1_719-1207,CUST_17_PI426232931,14413,2,4,0,1,1,1,1,2,1
387,0,22,51,168989233_DQ482994.1_719-1207,CUST_16_PI426232931,12275,0,4,0,-1,1,1,1,0,-1
388,0,52,64,168989233_DQ482994.1_719-1207,CUST_17_PI426232931,7267,3,1,1,1,-4,0,1,-6,1
389,0,78,71,168989233_DQ482994.1_719-1207,CUST_18_PI426232931,3081,0,-1,-2,-1,2,-1,0,1,0
390,0,18,86,168989233_DQ482994.1_719-1207,CUST_17_PI426232931,12832,1,2,0,0,0,0,1,0,2
391,0,19,100,168989233_DQ482994.1_719-1207,CUST_18_PI426232931,12661,0,1,0,1,-1,3,1,0,0
392,0,26,115,168989233_DQ482994.1_719-1207,CUST_16_PI426232931,11587,1,-6,0,-1,-1,1,0,-1,0
393,0,72,142,168989233_DQ482994.1_719-1207,CUST_16_PI426232931,3948,-1,3,0,-1,-1,-4,0,1,0
394,0,77,19,168989234_DQ482995.1_304-477,CUST_18_PI426232934,3271,1,-2,0,3,0,-1,1,-1,2
395,0,9,20,168989234_DQ482995.1_304-477,CUST_16_PI426232934,14341,1,3,-1,0,0,2,1,2,-1
396,0,2,47,168989234_DQ482995.1_304-477,CUST_16_PI426232934,15557,0,1,1,2,2,-1,-1,1,-1
397,0,5,126,168989234_DQ482995.1_304-477,CUST_17_PI426232934,14944,2,3,1,0,0,2,-2,1,-1
398,0,62,127,168989234_DQ482995.1_304-477,CUST_18_PI426232934,5677,0,-1,1,1,0,0,3,-1,1
399,0,14,131,168989234_DQ482995.1_304-477,CUST_16_PI426232934,13547,1,2,1,-4,-1,1,0,0,0
400,0,19,133,168989234_DQ482995.1_304-477,CUST_17_PI426232934,12726,0,2,-1,0,1,0,0,1,-2
401,0,56,142,168989234_DQ482995.1_304-477,CUST_17_PI426232934,6572,0,-3,1,2,0,-1,0,2,0
402,0,5,161,168989234_DQ482995.1_304-477,CUST_18_PI426232934,15008,1,3,-2,-1,1,2,1,4,-1
403,0,75,29,168989234_DQ482995.1_501-704,CUST_20_PI426232934,3594,-1,2,2,-1,-2,-1,2,-14,0
404,0,13,56,168989234_DQ482995.1_501-704,CUST_21_PI426232934,13667,1,1,0,-1,0,0,0,1,1
405,0,76,63,168989234_DQ482995.1_501-704,CUST_21_PI426232934,3413,0,1,0,1,0,2,0,1,-5
406,0,38,76,168989234_DQ482995.1_501-704,CUST_19_PI426232934,9557,0,0,1,-6,-1,0,-1,0,0
407,0,70,127,168989234_DQ482995.1_501-704,CUST_20_PI426232934,4365,2,3,0,0,-1,0,-2,-3,-1
408,0,74,139,168989234_DQ482995.1_501-704,CUST_21_PI426232934,3703,-2,1,1,2,0,-2,0,0,0
409,0,89,140,168989234_DQ482995.1_501-704,CUST_19_PI426232934,1161,-3,5,2,0,1,-2,-2,1,1
410,0,81,155,168989234_DQ482995.1_501-704,CUST_19_PI426232934,2547,2,1,1,1,1,-2,-1,2,-1
411,0,69,161,168989234_DQ482995.1_501-704,CUST_20_PI426232934,4512,-2,1,-2,-1,-2,1,3,1,-4
412,0,7,11,168989236_DQ482997.1_30-965,CUST_20_PI426232931,14755,2,2,1,2,1,2,0,0,0
413,0,63,31,168989236_DQ482997.1_30-965,CUST_21_PI426232931,5561,1,0,0,1,0,0,1,0,0
414,0,70,50,168989236_DQ482997.1_30-965,CUST_20_PI426232931,4322,1,4,0,0,-1,1,-4,-21,-1
415,0,53,73,168989236_DQ482997.1_30-965,CUST_21_PI426232931,7180,2,-4,2,1,0,2,1,0,1
416,0,84,80,168989236_DQ482997.1_30-965,CUST_19_PI426232931,2011,3,2,1,-1,0,2,0,0,1
417,0,40,90,168989236_DQ482997.1_30-965,CUST_19_PI426232931,9222,0,-1,0,0,1,2,-1,-1,-1
418,0,63,120,168989236_DQ482997.1_30-965,CUST_20_PI426232931,5435,-1,-2,-2,0,-1,3,0,-1,1
419,0,61,144,168989236_DQ482997.1_30-965,CUST_21_PI426232931,5751,1,1,-1,-1,0,-3,1,2,-1
420,0,94,148,168989236_DQ482997.1_30-965,CUST_19_PI426232931,337,0,3,2,0,-2,1,1,0,-1
421,0,26,28,168989238_DQ482999.1_75-854,CUST_3_PI426227951,11549,1,2,0,1,0,0,1,-4,-2
422,0,44,40,168989238_DQ482999.1_75-854,CUST_2_PI426227951,8591,3,0,-3,-1,-1,2,-3,-1,0
423,0,61,45,168989238_DQ482999.1_75-854,CUST_3_PI426227951,5882,-1,0,-1,0,-2,1,0,-2,0
424,0,13,57,168989238_DQ482999.1_75-854,CUST_1_PI426227951,13748,1,1,1,-2,0,0,-1,2,1
425,0,74,90,168989238_DQ482999.1_75-854,CUST_3_PI426227951,3646,1,2,1,0,-1,2,-1,-1,1
426,0,28,95,168989238_DQ482999.1_75-854,CUST_1_PI426227951,11269,-2,1,0,0,0,0,0,0,0
427,0,74,123,168989238_DQ482999.1_75-854,CUST_2_PI426227951,3711,2,-2,1,1,0,1,0,0,2
428,0,85,126,168989238_DQ482999.1_75-854,CUST_1_PI426227951,1824,1,2,0,2,0,-3,-1,2,0
429,0,16,133,168989238_DQ482999.1_75-854,CUST_2_PI426227951,13218,2,-4,0,1,-1,2,1,-6,-1
430,0,66,68,168989240_DQ483001.1_47-913,CUST_114_PI426232940,4969,1,1,0,-1,-1,-4,-1,-1,0
431,0,82,112,168989240_DQ483001.1_47-913,CUST_114_PI426232940,2323,-2,3,3,0,-1,-2,1,1,-1
432,0,21,123,168989240_DQ483001.1_47-913,CUST_114_PI426232940,12403,-3,-1,1,0,-2,-1,-4,-1,1
433,0,80,74,168989241_DQ483002.1_36-1382,CUST_117_PI426232940,2670,4,15,3,1,2,3,0,-3,2
434,0,84,148,168989241_DQ483002.1_36-1382,CUST_117_PI426232940,1977,8,11,2,-1,2,3,2,7,-3
435,0,85,155,168989241_DQ483002.1_36-1382,CUST_117_PI426232940,1891,3,18,1,-10,3,5,0,0,0
436,0,87,16,168989242_DQ483003.1_38-1426,CUST_1_PI426267032,1551,2,3,-2,3,0,5,-1,1,-1
437,0,56,45,168989242_DQ483003.1_38-1426,CUST_1_PI426267032,6702,0,3,1,2,0,2,0,1,-1
438,0,83,59,168989242_DQ483003.1_38-1426,CUST_3_PI426267032,2267,2,3,1,1,1,0,0,0,0
439,0,51,68,168989242_DQ483003.1_38-1426,CUST_2_PI426267032,7429,2072,2413,793,834,635,737,465,653,8
440,0,46,77,168989242_DQ483003.1_38-1426,CUST_3_PI426267032,8326,1,0,0,0,-2,1,1,-1,-1
441,0,31,86,168989242_DQ483003.1_38-1426,CUST_3_PI426267032,10700,-1,-1,0,1,0,0,-1,0,0
442,0,43,102,168989242_DQ483003.1_38-1426,CUST_2_PI426267032,8724,1822,2284,803,797,532,709,430,646,3
443,0,53,126,168989242_DQ483003.1_38-1426,CUST_1_PI426267032,7072,1,3,0,1,-2,1,1,-2,1
444,0,95,143,168989242_DQ483003.1_38-1426,CUST_2_PI426267032,257,1321,1282,626,345,496,321,404,365,9
445,0,62,51,168989245_DQ483006.1_64-408,CUST_120_PI426232940,5715,362,437,188,122,83,100,57,72,67
446,0,22,59,168989245_DQ483006.1_64-408,CUST_120_PI426232940,12271,299,477,158,102,65,98,49,69,65
447,0,37,60,168989245_DQ483006.1_64-408,CUST_120_PI426232940,9729,362,508,178,129,66,109,53,63,67
448,0,92,54,168989245_DQ483006.1_83-307,CUST_123_PI426232940,712,1,-1,1,-8,0,4,-1,-2,-1
449,0,33,89,168989245_DQ483006.1_83-307,CUST_123_PI426232940,10452,-3,-4,1,-1,-1,0,-1,-1,-3
450,0,2,135,168989245_DQ483006.1_83-307,CUST_123_PI426232940,15513,0,4,0,1,0,1,0,1,1
451,0,70,2,168989246_DQ483007.1_29-1035,CUST_38_PI426267032,4346,-1,4,1,1,2,0,2,1,6
452,0,11,4,168989246_DQ483007.1_29-1035,CUST_39_PI426267032,14021,-1,-4,-1,1,0,1,0,2,55
453,0,21,12,168989246_DQ483007.1_29-1035,CUST_37_PI426267032,12377,3,8,0,0,1,4,1,2,55
454,0,24,21,168989246_DQ483007.1_29-1035,CUST_38_PI426267032,11962,-10,-5,-1,-2,-1,-3,-2,-19,6
455,0,86,42,168989246_DQ483007.1_29-1035,CUST_39_PI426267032,1702,1,-9,2,-1,2,2,1,-1,81
456,0,81,53,168989246_DQ483007.1_29-1035,CUST_37_PI426267032,2598,0,4,1,1,1,5,0,-2,61
457,0,20,129,168989246_DQ483007.1_29-1035,CUST_37_PI426267032,12564,1,3,0,0,2,2,3,3,46
458,0,9,137,168989246_DQ483007.1_29-1035,CUST_38_PI426267032,14364,2,8,0,0,0,0,-1,1,6
459,0,12,151,168989246_DQ483007.1_29-1035,CUST_39_PI426267032,13865,2,3,0,0,0,0,1,0,55
460,0,41,23,168989246_DQ483007.1_29-247,CUST_32_PI426267032,9173,1,3,1,1,0,2,0,-1,1
461,0,77,33,168989246_DQ483007.1_29-247,CUST_31_PI426267032,3264,2,-4,0,-1,2,1,-1,1,-2
462,0,14,57,168989246_DQ483007.1_29-247,CUST_33_PI426267032,13584,-7,0,1,-2,0,1,-1,1,-2
463,0,11,73,168989246_DQ483007.1_29-247,CUST_31_PI426267032,14068,0,1,2,0,0,2,1,-3,0
464,0,32,102,168989246_DQ483007.1_29-247,CUST_33_PI426267032,10528,1,-6,1,0,1,-4,1,3,-1
465,0,17,111,168989246_DQ483007.1_29-247,CUST_31_PI426267032,13065,3,0,-1,-1,-1,0,1,1,1
466,0,91,148,168989246_DQ483007.1_29-247,CUST_32_PI426267032,829,1,1,0,0,2,2,1,1,0
